"id","title","kana","cats","area","venue","venue_url","pref","start_date","end_date","date","dates","open_time","start_time","end_time","date_note","backup_date","status","rank","series_id","announced_date","is_additional","onsale_label","onsale_start","onsale_start_time","onsale_end","onsale_end_time","limited_sale","price","price_official","price_best","discount_pct","best_source","coupon_note","price_checked","price_condition","source","url","official_url","lat","lng","desc","note","parking","nearest_station"
"35","東京都美術館開館100周年記念 あなたが世界を読むために","","art","東京都・台東区","東京都美術館","https://www.tobikan.jp/","tokyo","2026-11-19","2027-01-11","","","","","","","","","","","","","","","","","","","無料","","","","","","","","公式サイト","https://www.tobikan.jp/exhibition/2026_waysofreading.html","https://www.tobikan.jp/exhibition/2026_waysofreading.html","35.7168","139.7714","ジャコメッティや谷川俊太郎ら五人のアーティストの作品を通じ、光・時間・言葉・自然という異なる「読み方」で世界との対話のありようを体感させる、開館100周年記念の無料企画展示で会場は2室。","","館内に駐車場なし","JR上野駅「公園改札」より徒歩7分"
"36","東京都美術館開館100周年記念 オルセー美術館所蔵 いまを生きる歓び","","art","東京都・台東区","東京都美術館","https://www.tobikan.jp/","tokyo","2026-11-14","2027-03-28","","","","","","","","","","","","","","","","","","","一般2,400円","2400","","","","","2026-09-26","","公式サイト","https://www.tobikan.jp/exhibition/2026_orsay.html","https://www.tobikan.jp/exhibition/2026_orsay.html","35.7168","139.7714","パリのオルセー美術館が所蔵する印象派を中心とした西洋近代絵画の名品群を紹介する、東京都美術館開館100周年を締めくくる大型特別展。65歳以上向けのシニア無料観覧券も別途用意される。","","館内に駐車場なし","JR上野駅「公園改札」より徒歩7分"
"37","東京都美術館開館100周年記念 はじまりをひらく 東京都美術館の100年","","art","東京都・台東区","東京都美術館","https://www.tobikan.jp/","tokyo","2026-11-19","2027-01-11","","","","","","","","","","","","","","","","","","","無料","","","","","","","","公式サイト","https://www.tobikan.jp/exhibition/2026_archives.html","https://www.tobikan.jp/exhibition/2026_archives.html","35.7168","139.7714","開館100周年を記念し、佐藤慶太郎の寄附による1926年の開館から現在に至る東京都美術館のあゆみを、アーカイブズ資料を中心にたどる無料の記念展。伝説的な前衛美術展の舞台となった歴史や、市民参加の活動の変遷を紹介する。","","館内に駐車場なし","JR上野駅「公園改札」より徒歩7分"
"38","多田美波―光、凛と ゆれる","ただみなみ ひかり りんとゆれる","art","東京都・江東区","東京都現代美術館","https://www.mot-art-museum.jp/","tokyo","2026-08-29","2026-12-06","","","","","","","","","","","","","","","","","","","一般1,600円（団体1,280円）／大学生・専門学校生・65歳以上1,100円（880円）／中高生640円（510円）／小学生以下無料","1600","","","","","2026-09-26","","公式サイト","https://www.mot-art-museum.jp/exhibitions/Tada-Minami/","https://www.mot-art-museum.jp/exhibitions/Tada-Minami/","35.6795","139.7999","","","約90台(1時間300円、以降30分ごとに150円)","東京メトロ半蔵門線 清澄白河駅 B2出口より徒歩9分"
"39","共時的星叢──時を共にした星たち 越境する芸術のまなざし","","art","東京都・江東区","東京都現代美術館","https://www.mot-art-museum.jp/","tokyo","2026-09-05","2026-12-13","","","","","","","","","","","","","","","","","","","一般2,000円（団体1,600円）／大学生・専門学校生・65歳以上1,400円（1,120円）／中高生800円（640円）／小学生以下無料","2000","","","","","2026-09-26","","公式サイト","https://www.mot-art-museum.jp/exhibitions/Constellation/","https://www.mot-art-museum.jp/exhibitions/Constellation/","35.6795","139.7999","","","約90台(1時間300円、以降30分ごとに150円)","東京メトロ半蔵門線 清澄白河駅 B2出口より徒歩9分"
"40","MOTコレクション いつかの光を今みている","","art","東京都・江東区","東京都現代美術館","https://www.mot-art-museum.jp/","tokyo","2026-09-19","2027-01-06","","","","","","","","","","","","","","","","","","","一般500円／大学生・専門学校生400円／高校生・65歳以上250円／中学生以下無料","500","","","","","2026-09-26","","公式サイト","https://www.mot-art-museum.jp/exhibitions/mot-collection-260919/","https://www.mot-art-museum.jp/exhibitions/mot-collection-260919/","35.6795","139.7999","戦後美術を中心とする約6,100点の収蔵品から「光」と「時間」をテーマに構成するコレクション展。草間彌生・横尾忠則ら代表作に加え、小瀬村真美や熊谷亜莉沙、戸谷成雄の新収蔵作品を初公開する。","","約90台(1時間300円、以降30分ごとに150円)","東京メトロ半蔵門線 清澄白河駅 B2出口より徒歩9分"
"41","マリメッコ展 模様のちから","","art","東京都・港区","東京都庭園美術館","https://www.teien-art-museum.ne.jp/","tokyo","2026-10-03","2026-12-20","","","","","","","","","","","","","","","","","","","一般1,400円（団体1,120円）／大学生1,120円（890円）／高校生・65歳以上700円（560円）","1400","","","","","2026-09-26","","公式サイト","https://www.teien-art-museum.ne.jp/exhibition/20261003-1220_marimekko/","https://www.teien-art-museum.ne.jp/exhibition/20261003-1220_marimekko/","35.6355","139.7247","","","9台(うち身障者優先車両専用スペース1台)","東京メトロ表参道駅 A5出口より徒歩8分"
"42","「ランドスケープをつくる むこうのしるし」展","","art","東京都・港区","東京都庭園美術館","https://www.teien-art-museum.ne.jp/","tokyo","2026-08-25","2026-10-04","","","","","","","","","","","","","","","","","","","","","","","","","","","公式サイト","https://www.teien-art-museum.ne.jp/","https://www.teien-art-museum.ne.jp/","35.6355","139.7247","正門横スペースにおける特別展示","","9台(うち身障者優先車両専用スペース1台)","東京メトロ表参道駅 A5出口より徒歩8分"
"43","浮世へのいざない―江戸博×出光コレクション初共演","","art","東京都・墨田区","江戸東京博物館","https://www.edo-tokyo-museum.or.jp/","tokyo","2026-08-25","2026-09-27","","","","","","","","","","","","","","","","","","","常設展観覧料でご覧いただけます（一般800円／65歳以上400円／大学生480円／高校生300円）","800","","","","","2026-09-26","","公式サイト","https://www.edo-tokyo-museum.or.jp/s-exhibition/edohaku-idemitsu.html","https://www.edo-tokyo-museum.or.jp/s-exhibition/edohaku-idemitsu.html","35.6969","139.7961","出光美術館の肉筆浮世絵と江戸東京博物館所蔵の版画・版本を組み合わせ、芝居と遊里という浮世絵の二大テーマを、国指定重要文化財「江戸名所図屏風」から説き起こして読み解く初共演の企画展。","","",""
"44","江戸東京博物館リニューアル記念・NHK大河ドラマ特別展「豊臣兄弟！」","","art","東京都・墨田区","江戸東京博物館","https://www.edo-tokyo-museum.or.jp/","tokyo","2026-09-15","2026-11-08","","","","","","","","","","","","","","","","","","","一般2,100円（団体1,680円）／65歳以上1,600円（1,280円）／大学生・専門学校生1,300円（1,040円）／高校生以下無料","2100","","","","","2026-09-26","","公式サイト","https://www.edo-tokyo-museum.or.jp/s-exhibition/toyotomi/","https://www.edo-tokyo-museum.or.jp/s-exhibition/toyotomi/","35.6969","139.7961","","","",""
"45","武蔵野の歴史と民俗~武蔵野郷土館コレクション2026~","","art","東京都・小金井市","江戸東京たてもの園","https://tatemonoen.jp/","tokyo","2026-07-18","2026-12-13","","","","","","","","","","","","","","","","","","","江戸東京たてもの園観覧料でご覧いただけます（一般400円／65歳以上200円／大学生320円／高校生200円）","400","","","","","2026-09-26","","公式サイト","https://tatemonoen.jp/special/2026/20260718.php","https://tatemonoen.jp/special/2026/20260718.php","35.7157","139.5125","前身施設・武蔵野郷土館が収集した考古資料と民俗資料を紹介するシリーズ展。国指定重要文化財の土製耳飾をはじめ、かつて園内にあった民俗園の建物の姿を写真パネルで振り返る内容。","","小金井公園有料駐車場(第1駐車場)を利用","JR中央線 武蔵小金井駅北口よりバス5分(西武バス「小金井公園西口」下車徒歩5分)"
"46","わんわん西武園ゆうえんち","","ent|fam","埼玉県・所沢市","西武園ゆうえんち","https://www.seibuen-amusement-park.jp/index.html","saitama","2026-10-23","2026-10-25","","","","","","","","","","","","","","","","","","","要問合せ（詳細未定）","","","","","","","","西武園ゆうえんち公式サイト","https://www.seibuen-amusement-park.jp/event/pet202610/index.html","https://www.seibuen-amusement-park.jp/event/pet202610/index.html","35.769024","139.4426543","西武グループ「西武ペットスマイルプロジェクト」発足15周年を記念する秋恒例企画。愛犬と一緒に遊園地を楽しめる3日間限定イベントで、アトラクションや内容の詳細は開催が近づき次第公式サイトで発表される予定。","","普通車1,800円(7/18〜8/31は2,000円)、大型車2,500円(同期間3,000円)、バイク500円、自転車100円、事前精算制","西武園ゆうえんち駅"
"47","パラレルワールドとしまえん（としまえん100周年記念）","ぱられるわーるどとしまえん","ent|fam","埼玉県・所沢市","西武園ゆうえんち","https://www.seibuen-amusement-park.jp/index.html","saitama","2026-09-15","2026-10-25","","","","","","","","","","","","","","","","","","","入園料別途（1日レヂャー切符 大人4,900円）","4900","","","","","2026-09-23","","公式サイト","https://www.seibuen-amusement-park.jp/event/toshimaen100th/index.html","https://www.seibuen-amusement-park.jp/event/toshimaen100th/index.html","35.769024","139.4426543","としまえん開園100周年を記念し、""閉園せず今も続いていたら""という世界観を再現した特設エリア。園内では歴史を振り返る企画展や復刻メニュー、練馬区民割引も展開される。","","普通車1,800円(7/18〜8/31は2,000円)、大型車2,500円(同期間3,000円)、バイク500円、自転車100円、事前精算制","西武遊園地駅（徒歩すぐ）"
